{'loss': 0.6412, 'grad_norm': 0.30839964747428894, 'learning_rate': 4.9903846153846154e-05, 'epoch': 0.02}
{'loss': 0.1797, 'grad_norm': 3.104841947555542, 'learning_rate': 4.519427001569858e-05, 'epoch': 0.96}
{'loss': 0.1752, 'grad_norm': 0.941974401473999, 'learning_rate': 4.509615384615385e-05, 'epoch': 0.98}
{'eval_runtime': 30.9381, 'eval_samples_per_second': 658.671, 'eval_steps_per_second': 20.59, 'epoch': 1.0}

Eval loss : 0.173366

{'loss': 0.1783, 'grad_norm': 1.9551867246627808, 'learning_rate': 4.4998037676609105e-05, 'epoch': 1.0}
{'loss': 0.1746, 'grad_norm': 2.535970687866211, 'learning_rate': 4.4899921507064366e-05, 'epoch': 1.02}
{'loss': 0.1728, 'grad_norm': 5.567418098449707, 'learning_rate': 4.4801805337519626e-05, 'epoch': 1.04}
{'loss': 0.1694, 'grad_norm': 2.597290515899658, 'learning_rate': 4.470368916797488e-05, 'epoch': 1.06}
{'loss': 0.1737, 'grad_norm': 1.5226540565490723, 'learning_rate': 4.460557299843015e-05, 'epoch': 1.08}
{'loss': 0.1695, 'grad_norm': 2.55260968208313, 'learning_rate': 4.45074568288854e-05, 'epoch': 1.1}
{'loss': 0.1685, 'grad_norm': 3.401707887649536, 'learning_rate': 4.4409340659340656e-05, 'epoch': 1.12}
{'loss': 0.1708, 'grad_norm': 2.816251039505005, 'learning_rate': 4.4311224489795923e-05, 'epoch': 1.14}
{'loss': 0.1668, 'grad_norm': 3.3615949153900146, 'learning_rate': 4.421310832025118e-05, 'epoch': 1.16}
{'loss': 0.1666, 'grad_norm': 2.1576547622680664, 'learning_rate': 4.411499215070644e-05, 'epoch': 1.18}
{'loss': 0.1653, 'grad_norm': 1.5313994884490967, 'learning_rate': 4.40168759811617e-05, 'epoch': 1.2}
{'loss': 0.1649, 'grad_norm': 3.8457231521606445, 'learning_rate': 4.391875981161695e-05, 'epoch': 1.22}
{'loss': 0.1622, 'grad_norm': 1.9840260744094849, 'learning_rate': 4.382064364207222e-05, 'epoch': 1.24}
{'loss': 0.1625, 'grad_norm': 4.362919330596924, 'learning_rate': 4.3722527472527474e-05, 'epoch': 1.26}
{'loss': 0.1621, 'grad_norm': 3.335237741470337, 'learning_rate': 4.362441130298273e-05, 'epoch': 1.28}
{'loss': 0.1624, 'grad_norm': 5.26850700378418, 'learning_rate': 4.3526295133437996e-05, 'epoch': 1.3}
{'loss': 0.1616, 'grad_norm': 4.735275745391846, 'learning_rate': 4.342817896389325e-05, 'epoch': 1.31}
{'loss': 0.1599, 'grad_norm': 2.325209140777588, 'learning_rate': 4.333006279434851e-05, 'epoch': 1.33}
{'loss': 0.1575, 'grad_norm': 3.258694887161255, 'learning_rate': 4.323194662480377e-05, 'epoch': 1.35}
{'loss': 0.1583, 'grad_norm': 3.6141488552093506, 'learning_rate': 4.3133830455259026e-05, 'epoch': 1.37}
{'loss': 0.1561, 'grad_norm': 3.8222134113311768, 'learning_rate': 4.303571428571429e-05, 'epoch': 1.39}
{'loss': 0.1575, 'grad_norm': 3.1434764862060547, 'learning_rate': 4.293759811616955e-05, 'epoch': 1.41}
{'loss': 0.156, 'grad_norm': 2.6277294158935547, 'learning_rate': 4.28394819466248e-05, 'epoch': 1.43}
{'loss': 0.1559, 'grad_norm': 7.460547924041748, 'learning_rate': 4.274136577708007e-05, 'epoch': 1.45}
{'loss': 0.1551, 'grad_norm': 3.8251636028289795, 'learning_rate': 4.264324960753532e-05, 'epoch': 1.47}
{'loss': 0.1539, 'grad_norm': 5.55992317199707, 'learning_rate': 4.254513343799058e-05, 'epoch': 1.49}
{'loss': 0.1537, 'grad_norm': 4.436182975769043, 'learning_rate': 4.2447017268445844e-05, 'epoch': 1.51}
{'loss': 0.1553, 'grad_norm': 5.019519329071045, 'learning_rate': 4.23489010989011e-05, 'epoch': 1.53}
{'loss': 0.1524, 'grad_norm': 4.0342936515808105, 'learning_rate': 4.225078492935636e-05, 'epoch': 1.55}
{'loss': 0.1512, 'grad_norm': 3.145026683807373, 'learning_rate': 4.215266875981162e-05, 'epoch': 1.57}
{'loss': 0.1486, 'grad_norm': 8.127691268920898, 'learning_rate': 4.2054552590266874e-05, 'epoch': 1.59}
{'loss': 0.1519, 'grad_norm': 4.4838385581970215, 'learning_rate': 4.195643642072214e-05, 'epoch': 1.61}
{'loss': 0.1501, 'grad_norm': 4.023062705993652, 'learning_rate': 4.1858320251177395e-05, 'epoch': 1.63}
{'loss': 0.1463, 'grad_norm': 2.3843178749084473, 'learning_rate': 4.1760204081632656e-05, 'epoch': 1.65}
{'loss': 0.1486, 'grad_norm': 5.4677205085754395, 'learning_rate': 4.166208791208792e-05, 'epoch': 1.67}
{'loss': 0.1471, 'grad_norm': 3.162881851196289, 'learning_rate': 4.156397174254317e-05, 'epoch': 1.69}
{'loss': 0.1486, 'grad_norm': 4.266803741455078, 'learning_rate': 4.146585557299843e-05, 'epoch': 1.71}
{'loss': 0.148, 'grad_norm': 3.9153130054473877, 'learning_rate': 4.136773940345369e-05, 'epoch': 1.73}
{'loss': 0.1453, 'grad_norm': 4.988833427429199, 'learning_rate': 4.1269623233908946e-05, 'epoch': 1.75}
{'loss': 0.1433, 'grad_norm': 4.468367099761963, 'learning_rate': 4.117150706436421e-05, 'epoch': 1.77}
{'loss': 0.1447, 'grad_norm': 3.586076021194458, 'learning_rate': 4.107339089481947e-05, 'epoch': 1.79}
{'loss': 0.1417, 'grad_norm': 6.366526126861572, 'learning_rate': 4.097527472527473e-05, 'epoch': 1.81}
{'loss': 0.143, 'grad_norm': 3.3398170471191406, 'learning_rate': 4.087715855572999e-05, 'epoch': 1.82}
{'loss': 0.1394, 'grad_norm': 4.038153648376465, 'learning_rate': 4.077904238618524e-05, 'epoch': 1.84}
{'loss': 0.1384, 'grad_norm': 6.498599052429199, 'learning_rate': 4.0680926216640504e-05, 'epoch': 1.86}
{'loss': 0.1387, 'grad_norm': 6.430575847625732, 'learning_rate': 4.0582810047095765e-05, 'epoch': 1.88}
{'loss': 0.1398, 'grad_norm': 5.406408786773682, 'learning_rate': 4.048469387755102e-05, 'epoch': 1.9}
{'loss': 0.1382, 'grad_norm': 4.788869380950928, 'learning_rate': 4.038657770800628e-05, 'epoch': 1.92}
{'loss': 0.1352, 'grad_norm': 4.118043422698975, 'learning_rate': 4.028846153846154e-05, 'epoch': 1.94}
{'loss': 0.136, 'grad_norm': 3.4045255184173584, 'learning_rate': 4.01903453689168e-05, 'epoch': 1.96}
{'loss': 0.1373, 'grad_norm': 5.152231693267822, 'learning_rate': 4.009222919937206e-05, 'epoch': 1.98}
{'eval_runtime': 30.9507, 'eval_samples_per_second': 658.401, 'eval_steps_per_second': 20.581, 'epoch': 2.0}

Eval loss : 0.134318

{'loss': 0.135, 'grad_norm': 5.24843692779541, 'learning_rate': 3.9994113029827316e-05, 'epoch': 2.0}
{'loss': 0.1351, 'grad_norm': 10.583897590637207, 'learning_rate': 3.989599686028258e-05, 'epoch': 2.02}
{'loss': 0.1354, 'grad_norm': 7.026779651641846, 'learning_rate': 3.979788069073784e-05, 'epoch': 2.04}
{'loss': 0.1344, 'grad_norm': 4.627380847930908, 'learning_rate': 3.969976452119309e-05, 'epoch': 2.06}
{'loss': 0.1321, 'grad_norm': 6.87925386428833, 'learning_rate': 3.960164835164835e-05, 'epoch': 2.08}
{'loss': 0.131, 'grad_norm': 4.7671332359313965, 'learning_rate': 3.950353218210361e-05, 'epoch': 2.1}
{'loss': 0.1315, 'grad_norm': 4.461031436920166, 'learning_rate': 3.9405416012558874e-05, 'epoch': 2.12}
{'loss': 0.1298, 'grad_norm': 4.2860026359558105, 'learning_rate': 3.930729984301413e-05, 'epoch': 2.14}
{'loss': 0.1303, 'grad_norm': 4.892852306365967, 'learning_rate': 3.920918367346939e-05, 'epoch': 2.16}
{'loss': 0.128, 'grad_norm': 5.251241207122803, 'learning_rate': 3.911106750392465e-05, 'epoch': 2.18}
{'loss': 0.1279, 'grad_norm': 7.290555477142334, 'learning_rate': 3.901295133437991e-05, 'epoch': 2.2}
{'loss': 0.1275, 'grad_norm': 6.009480953216553, 'learning_rate': 3.8914835164835164e-05, 'epoch': 2.22}
{'loss': 0.1262, 'grad_norm': 4.315043926239014, 'learning_rate': 3.8816718995290425e-05, 'epoch': 2.24}
{'loss': 0.1251, 'grad_norm': 7.937936305999756, 'learning_rate': 3.8718602825745686e-05, 'epoch': 2.26}
{'loss': 0.1243, 'grad_norm': 6.768514156341553, 'learning_rate': 3.8620486656200946e-05, 'epoch': 2.28}
{'loss': 0.1255, 'grad_norm': 5.517353534698486, 'learning_rate': 3.85223704866562e-05, 'epoch': 2.3}
{'loss': 0.1235, 'grad_norm': 8.640660285949707, 'learning_rate': 3.842425431711146e-05, 'epoch': 2.32}
{'loss': 0.1225, 'grad_norm': 10.062443733215332, 'learning_rate': 3.832613814756672e-05, 'epoch': 2.34}
{'loss': 0.1232, 'grad_norm': 8.012399673461914, 'learning_rate': 3.8228021978021976e-05, 'epoch': 2.35}
{'loss': 0.1233, 'grad_norm': 6.451811790466309, 'learning_rate': 3.812990580847724e-05, 'epoch': 2.37}
{'loss': 0.1211, 'grad_norm': 8.2503662109375, 'learning_rate': 3.80317896389325e-05, 'epoch': 2.39}
{'loss': 0.1209, 'grad_norm': 8.003379821777344, 'learning_rate': 3.793367346938776e-05, 'epoch': 2.41}
{'loss': 0.1203, 'grad_norm': 8.241719245910645, 'learning_rate': 3.783555729984302e-05, 'epoch': 2.43}
{'loss': 0.1175, 'grad_norm': 5.825170516967773, 'learning_rate': 3.773744113029827e-05, 'epoch': 2.45}
{'loss': 0.117, 'grad_norm': 7.287900447845459, 'learning_rate': 3.7639324960753534e-05, 'epoch': 2.47}
{'loss': 0.1178, 'grad_norm': 12.28135871887207, 'learning_rate': 3.7541208791208795e-05, 'epoch': 2.49}
{'loss': 0.1166, 'grad_norm': 5.314082145690918, 'learning_rate': 3.744309262166405e-05, 'epoch': 2.51}
{'loss': 0.1162, 'grad_norm': 10.509502410888672, 'learning_rate': 3.734497645211931e-05, 'epoch': 2.53}
{'loss': 0.117, 'grad_norm': 6.4175286293029785, 'learning_rate': 3.724686028257457e-05, 'epoch': 2.55}
{'loss': 0.1153, 'grad_norm': 11.009688377380371, 'learning_rate': 3.7148744113029824e-05, 'epoch': 2.57}
{'loss': 0.1149, 'grad_norm': 7.71728515625, 'learning_rate': 3.705062794348509e-05, 'epoch': 2.59}
{'loss': 0.113, 'grad_norm': 7.036815166473389, 'learning_rate': 3.6952511773940346e-05, 'epoch': 2.61}
{'loss': 0.1134, 'grad_norm': 7.102169036865234, 'learning_rate': 3.6854395604395606e-05, 'epoch': 2.63}
{'loss': 0.1133, 'grad_norm': 10.106293678283691, 'learning_rate': 3.675627943485087e-05, 'epoch': 2.65}
{'loss': 0.115, 'grad_norm': 9.059621810913086, 'learning_rate': 3.665816326530612e-05, 'epoch': 2.67}
{'loss': 0.1114, 'grad_norm': 6.504884719848633, 'learning_rate': 3.656004709576138e-05, 'epoch': 2.69}
{'loss': 0.1089, 'grad_norm': 9.242345809936523, 'learning_rate': 3.646193092621664e-05, 'epoch': 2.71}
{'loss': 0.1081, 'grad_norm': 8.360006332397461, 'learning_rate': 3.63638147566719e-05, 'epoch': 2.73}
{'loss': 0.1089, 'grad_norm': 7.9952497482299805, 'learning_rate': 3.6265698587127164e-05, 'epoch': 2.75}
{'loss': 0.107, 'grad_norm': 6.3047332763671875, 'learning_rate': 3.616758241758242e-05, 'epoch': 2.77}
{'loss': 0.1058, 'grad_norm': 6.4540910720825195, 'learning_rate': 3.606946624803768e-05, 'epoch': 2.79}
{'loss': 0.1066, 'grad_norm': 4.864527225494385, 'learning_rate': 3.597135007849294e-05, 'epoch': 2.81}
{'loss': 0.1049, 'grad_norm': 5.586203098297119, 'learning_rate': 3.5873233908948194e-05, 'epoch': 2.83}
{'loss': 0.1048, 'grad_norm': 7.808341026306152, 'learning_rate': 3.5775117739403454e-05, 'epoch': 2.85}
{'loss': 0.1029, 'grad_norm': 7.17248010635376, 'learning_rate': 3.5677001569858715e-05, 'epoch': 2.86}
{'loss': 0.1037, 'grad_norm': 5.62786340713501, 'learning_rate': 3.557888540031397e-05, 'epoch': 2.88}
{'loss': 0.1027, 'grad_norm': 8.430312156677246, 'learning_rate': 3.548076923076924e-05, 'epoch': 2.9}
{'loss': 0.1006, 'grad_norm': 5.463134288787842, 'learning_rate': 3.538265306122449e-05, 'epoch': 2.92}
{'loss': 0.1015, 'grad_norm': 7.285257816314697, 'learning_rate': 3.5284536891679745e-05, 'epoch': 2.94}
{'loss': 0.0992, 'grad_norm': 5.603079795837402, 'learning_rate': 3.518642072213501e-05, 'epoch': 2.96}
{'loss': 0.1008, 'grad_norm': 13.71962833404541, 'learning_rate': 3.5088304552590266e-05, 'epoch': 2.98}
{'eval_runtime': 31.0165, 'eval_samples_per_second': 657.005, 'eval_steps_per_second': 20.537, 'epoch': 3.0}

Eval loss : 0.100747

{'loss': 0.0992, 'grad_norm': 6.921548366546631, 'learning_rate': 3.499018838304553e-05, 'epoch': 3.0}
{'loss': 0.0994, 'grad_norm': 8.791261672973633, 'learning_rate': 3.489207221350079e-05, 'epoch': 3.02}
{'loss': 0.1006, 'grad_norm': 8.552593231201172, 'learning_rate': 3.479395604395604e-05, 'epoch': 3.04}
{'loss': 0.0968, 'grad_norm': 7.836613655090332, 'learning_rate': 3.469583987441131e-05, 'epoch': 3.06}
{'loss': 0.0956, 'grad_norm': 9.302218437194824, 'learning_rate': 3.459772370486656e-05, 'epoch': 3.08}
{'loss': 0.0952, 'grad_norm': 10.094538688659668, 'learning_rate': 3.449960753532182e-05, 'epoch': 3.1}
{'loss': 0.0949, 'grad_norm': 6.398170471191406, 'learning_rate': 3.4401491365777085e-05, 'epoch': 3.12}
{'loss': 0.0946, 'grad_norm': 7.240074634552002, 'learning_rate': 3.430337519623234e-05, 'epoch': 3.14}
{'loss': 0.0947, 'grad_norm': 9.95543384552002, 'learning_rate': 3.42052590266876e-05, 'epoch': 3.16}
{'loss': 0.0937, 'grad_norm': 8.554767608642578, 'learning_rate': 3.410714285714286e-05, 'epoch': 3.18}
{'loss': 0.0927, 'grad_norm': 5.459001064300537, 'learning_rate': 3.4009026687598114e-05, 'epoch': 3.2}
{'loss': 0.0913, 'grad_norm': 6.267177104949951, 'learning_rate': 3.391091051805338e-05, 'epoch': 3.22}
{'loss': 0.0922, 'grad_norm': 5.727255821228027, 'learning_rate': 3.3812794348508636e-05, 'epoch': 3.24}
{'loss': 0.0906, 'grad_norm': 4.742421627044678, 'learning_rate': 3.371467817896389e-05, 'epoch': 3.26}
{'loss': 0.0906, 'grad_norm': 14.019889831542969, 'learning_rate': 3.361656200941916e-05, 'epoch': 3.28}
{'loss': 0.0883, 'grad_norm': 6.038660049438477, 'learning_rate': 3.351844583987441e-05, 'epoch': 3.3}
{'loss': 0.0899, 'grad_norm': 5.542603969573975, 'learning_rate': 3.342032967032967e-05, 'epoch': 3.32}
{'loss': 0.0874, 'grad_norm': 8.98852252960205, 'learning_rate': 3.332221350078493e-05, 'epoch': 3.34}
{'loss': 0.0873, 'grad_norm': 7.348928928375244, 'learning_rate': 3.322409733124019e-05, 'epoch': 3.36}
{'loss': 0.0873, 'grad_norm': 5.468349456787109, 'learning_rate': 3.312598116169545e-05, 'epoch': 3.38}
{'loss': 0.0877, 'grad_norm': 7.482723236083984, 'learning_rate': 3.302786499215071e-05, 'epoch': 3.39}
{'loss': 0.0874, 'grad_norm': 6.994419574737549, 'learning_rate': 3.292974882260596e-05, 'epoch': 3.41}
{'loss': 0.0858, 'grad_norm': 8.871810913085938, 'learning_rate': 3.283163265306123e-05, 'epoch': 3.43}
{'loss': 0.085, 'grad_norm': 9.202069282531738, 'learning_rate': 3.2733516483516484e-05, 'epoch': 3.45}
{'loss': 0.0841, 'grad_norm': 7.2004852294921875, 'learning_rate': 3.2635400313971745e-05, 'epoch': 3.47}
{'loss': 0.0829, 'grad_norm': 11.843266487121582, 'learning_rate': 3.2537284144427006e-05, 'epoch': 3.49}
{'loss': 0.0848, 'grad_norm': 11.896032333374023, 'learning_rate': 3.243916797488226e-05, 'epoch': 3.51}
{'loss': 0.0827, 'grad_norm': 6.1915693283081055, 'learning_rate': 3.234105180533752e-05, 'epoch': 3.53}
{'loss': 0.082, 'grad_norm': 7.530060768127441, 'learning_rate': 3.224293563579278e-05, 'epoch': 3.55}
{'loss': 0.0805, 'grad_norm': 4.787998199462891, 'learning_rate': 3.2144819466248035e-05, 'epoch': 3.57}
{'loss': 0.0793, 'grad_norm': 7.274084568023682, 'learning_rate': 3.20467032967033e-05, 'epoch': 3.59}
{'loss': 0.0793, 'grad_norm': 5.816441535949707, 'learning_rate': 3.194858712715856e-05, 'epoch': 3.61}
{'loss': 0.079, 'grad_norm': 7.563442230224609, 'learning_rate': 3.185047095761382e-05, 'epoch': 3.63}
{'loss': 0.0797, 'grad_norm': 5.430724620819092, 'learning_rate': 3.175235478806908e-05, 'epoch': 3.65}
{'loss': 0.0797, 'grad_norm': 8.009976387023926, 'learning_rate': 3.165423861852433e-05, 'epoch': 3.67}
{'loss': 0.0791, 'grad_norm': 7.068727493286133, 'learning_rate': 3.155612244897959e-05, 'epoch': 3.69}
{'loss': 0.0789, 'grad_norm': 6.661923885345459, 'learning_rate': 3.1458006279434854e-05, 'epoch': 3.71}
{'loss': 0.0785, 'grad_norm': 6.729067802429199, 'learning_rate': 3.135989010989011e-05, 'epoch': 3.73}
{'loss': 0.0766, 'grad_norm': 9.149992942810059, 'learning_rate': 3.126177394034537e-05, 'epoch': 3.75}
{'loss': 0.0758, 'grad_norm': 5.041068077087402, 'learning_rate': 3.116365777080063e-05, 'epoch': 3.77}
{'loss': 0.074, 'grad_norm': 5.047417163848877, 'learning_rate': 3.106554160125589e-05, 'epoch': 3.79}
{'loss': 0.0754, 'grad_norm': 9.052533149719238, 'learning_rate': 3.096742543171115e-05, 'epoch': 3.81}
{'loss': 0.0741, 'grad_norm': 5.728124618530273, 'learning_rate': 3.0869309262166405e-05, 'epoch': 3.83}
{'loss': 0.0736, 'grad_norm': 7.712183475494385, 'learning_rate': 3.0771193092621666e-05, 'epoch': 3.85}
{'loss': 0.0727, 'grad_norm': 8.277166366577148, 'learning_rate': 3.0673076923076926e-05, 'epoch': 3.87}
{'loss': 0.0731, 'grad_norm': 5.651069164276123, 'learning_rate': 3.057496075353218e-05, 'epoch': 3.89}
{'loss': 0.0724, 'grad_norm': 4.8166608810424805, 'learning_rate': 3.047684458398744e-05, 'epoch': 3.91}
{'loss': 0.0721, 'grad_norm': 6.633097171783447, 'learning_rate': 3.0378728414442702e-05, 'epoch': 3.92}
{'loss': 0.073, 'grad_norm': 5.017385005950928, 'learning_rate': 3.028061224489796e-05, 'epoch': 3.94}
{'loss': 0.0715, 'grad_norm': 4.753954887390137, 'learning_rate': 3.0182496075353217e-05, 'epoch': 3.96}
{'loss': 0.0728, 'grad_norm': 7.486789703369141, 'learning_rate': 3.008437990580848e-05, 'epoch': 3.98}
{'eval_runtime': 100.4001, 'eval_samples_per_second': 202.968, 'eval_steps_per_second': 6.345, 'epoch': 4.0}

Eval loss : 0.069917

{'loss': 0.0718, 'grad_norm': 9.354472160339355, 'learning_rate': 2.9986263736263738e-05, 'epoch': 4.0}
{'loss': 0.0701, 'grad_norm': 7.431554794311523, 'learning_rate': 2.9888147566719e-05, 'epoch': 4.02}
{'loss': 0.0709, 'grad_norm': 6.0573811531066895, 'learning_rate': 2.9790031397174256e-05, 'epoch': 4.04}
{'loss': 0.0717, 'grad_norm': 10.386943817138672, 'learning_rate': 2.9691915227629514e-05, 'epoch': 4.06}
{'loss': 0.0696, 'grad_norm': 4.4404802322387695, 'learning_rate': 2.9593799058084775e-05, 'epoch': 4.08}
{'loss': 0.0705, 'grad_norm': 5.405828952789307, 'learning_rate': 2.9495682888540032e-05, 'epoch': 4.1}
{'loss': 0.0692, 'grad_norm': 8.042160034179688, 'learning_rate': 2.939756671899529e-05, 'epoch': 4.12}
{'loss': 0.068, 'grad_norm': 6.50607967376709, 'learning_rate': 2.9299450549450553e-05, 'epoch': 4.14}
{'loss': 0.0684, 'grad_norm': 8.183815002441406, 'learning_rate': 2.920133437990581e-05, 'epoch': 4.16}
{'loss': 0.068, 'grad_norm': 5.577093124389648, 'learning_rate': 2.9103218210361065e-05, 'epoch': 4.18}
{'loss': 0.0673, 'grad_norm': 6.24161434173584, 'learning_rate': 2.900510204081633e-05, 'epoch': 4.2}
{'loss': 0.0678, 'grad_norm': 4.584085464477539, 'learning_rate': 2.8906985871271586e-05, 'epoch': 4.22}
{'loss': 0.0681, 'grad_norm': 6.1961588859558105, 'learning_rate': 2.8808869701726847e-05, 'epoch': 4.24}
{'loss': 0.0668, 'grad_norm': 6.66663122177124, 'learning_rate': 2.8710753532182104e-05, 'epoch': 4.26}
{'loss': 0.0665, 'grad_norm': 3.6457889080047607, 'learning_rate': 2.8612637362637362e-05, 'epoch': 4.28}
{'loss': 0.0664, 'grad_norm': 5.326696395874023, 'learning_rate': 2.8514521193092626e-05, 'epoch': 4.3}
{'loss': 0.0645, 'grad_norm': 4.7859368324279785, 'learning_rate': 2.8416405023547883e-05, 'epoch': 4.32}
{'loss': 0.0668, 'grad_norm': 6.098467826843262, 'learning_rate': 2.8318288854003137e-05, 'epoch': 4.34}
{'loss': 0.0652, 'grad_norm': 6.6675543785095215, 'learning_rate': 2.82201726844584e-05, 'epoch': 4.36}
{'loss': 0.0659, 'grad_norm': 3.6562142372131348, 'learning_rate': 2.812205651491366e-05, 'epoch': 4.38}
{'loss': 0.0656, 'grad_norm': 9.51551628112793, 'learning_rate': 2.802394034536892e-05, 'epoch': 4.4}
{'loss': 0.0655, 'grad_norm': 5.202648639678955, 'learning_rate': 2.7925824175824177e-05, 'epoch': 4.42}
