Loaded training and validation data.
Created model.
{'loss': 0.0418, 'grad_norm': 5.757974624633789, 'learning_rate': 2.49813579277865e-05, 'epoch': 10.01}
{'loss': 0.0371, 'grad_norm': 3.9019811153411865, 'learning_rate': 2.3509615384615385e-05, 'epoch': 10.6}
{'loss': 0.0362, 'grad_norm': 4.242355823516846, 'learning_rate': 2.3460557299843015e-05, 'epoch': 10.62}
{'loss': 0.0374, 'grad_norm': 4.57944393157959, 'learning_rate': 2.3411499215070646e-05, 'epoch': 10.64}
{'loss': 0.0376, 'grad_norm': 7.781904220581055, 'learning_rate': 2.3362441130298273e-05, 'epoch': 10.66}
{'loss': 0.037, 'grad_norm': 5.183505058288574, 'learning_rate': 2.3313383045525906e-05, 'epoch': 10.68}
{'loss': 0.0378, 'grad_norm': 5.264232635498047, 'learning_rate': 2.3264324960753533e-05, 'epoch': 10.69}
{'loss': 0.0366, 'grad_norm': 4.381650924682617, 'learning_rate': 2.3215266875981164e-05, 'epoch': 10.71}
{'loss': 0.0367, 'grad_norm': 4.680823802947998, 'learning_rate': 2.3166208791208794e-05, 'epoch': 10.73}
{'loss': 0.0366, 'grad_norm': 5.508571147918701, 'learning_rate': 2.311715070643642e-05, 'epoch': 10.75}
{'loss': 0.0367, 'grad_norm': 3.769892930984497, 'learning_rate': 2.306809262166405e-05, 'epoch': 10.77}
{'loss': 0.0372, 'grad_norm': 4.8036675453186035, 'learning_rate': 2.3019034536891682e-05, 'epoch': 10.79}
{'loss': 0.0365, 'grad_norm': 4.719215393066406, 'learning_rate': 2.296997645211931e-05, 'epoch': 10.81}
{'loss': 0.0362, 'grad_norm': 3.2562949657440186, 'learning_rate': 2.292091836734694e-05, 'epoch': 10.83}
{'loss': 0.036, 'grad_norm': 6.35847806930542, 'learning_rate': 2.287186028257457e-05, 'epoch': 10.85}
{'loss': 0.0363, 'grad_norm': 4.430943965911865, 'learning_rate': 2.28228021978022e-05, 'epoch': 10.87}
{'loss': 0.0358, 'grad_norm': 2.2020840644836426, 'learning_rate': 2.277374411302983e-05, 'epoch': 10.89}
{'loss': 0.0363, 'grad_norm': 6.295289516448975, 'learning_rate': 2.2724686028257457e-05, 'epoch': 10.91}
{'loss': 0.0362, 'grad_norm': 3.6311168670654297, 'learning_rate': 2.2675627943485088e-05, 'epoch': 10.93}
{'loss': 0.0365, 'grad_norm': 5.845851421356201, 'learning_rate': 2.2626569858712718e-05, 'epoch': 10.95}
{'loss': 0.0358, 'grad_norm': 5.908734321594238, 'learning_rate': 2.2577511773940345e-05, 'epoch': 10.97}
{'loss': 0.0362, 'grad_norm': 6.599799633026123, 'learning_rate': 2.2528453689167976e-05, 'epoch': 10.99}
{'eval_runtime': 30.869, 'eval_samples_per_second': 660.144, 'eval_steps_per_second': 20.636, 'epoch': 11.0}

Eval loss : 0.035588

{'loss': 0.036, 'grad_norm': 3.0473737716674805, 'learning_rate': 2.2479395604395606e-05, 'epoch': 11.01}
{'loss': 0.0363, 'grad_norm': 4.7223358154296875, 'learning_rate': 2.2430337519623233e-05, 'epoch': 11.03}
{'loss': 0.0357, 'grad_norm': 3.774415969848633, 'learning_rate': 2.2381279434850867e-05, 'epoch': 11.05}
{'loss': 0.0354, 'grad_norm': 4.513946533203125, 'learning_rate': 2.2332221350078494e-05, 'epoch': 11.07}
{'loss': 0.0354, 'grad_norm': 2.9817419052124023, 'learning_rate': 2.2283163265306124e-05, 'epoch': 11.09}
{'loss': 0.0358, 'grad_norm': 3.761509895324707, 'learning_rate': 2.2234105180533754e-05, 'epoch': 11.11}
{'loss': 0.0353, 'grad_norm': 4.767533302307129, 'learning_rate': 2.218504709576138e-05, 'epoch': 11.13}
{'loss': 0.0351, 'grad_norm': 5.71452522277832, 'learning_rate': 2.2135989010989012e-05, 'epoch': 11.15}
{'loss': 0.035, 'grad_norm': 3.513667345046997, 'learning_rate': 2.2086930926216642e-05, 'epoch': 11.17}
{'loss': 0.035, 'grad_norm': 4.18284273147583, 'learning_rate': 2.203787284144427e-05, 'epoch': 11.19}
{'loss': 0.0353, 'grad_norm': 4.138647556304932, 'learning_rate': 2.19888147566719e-05, 'epoch': 11.2}
{'loss': 0.0352, 'grad_norm': 5.354012489318848, 'learning_rate': 2.193975667189953e-05, 'epoch': 11.22}
{'loss': 0.0345, 'grad_norm': 5.774980068206787, 'learning_rate': 2.189069858712716e-05, 'epoch': 11.24}
{'loss': 0.0347, 'grad_norm': 4.312514305114746, 'learning_rate': 2.184164050235479e-05, 'epoch': 11.26}
{'loss': 0.0344, 'grad_norm': 4.316155433654785, 'learning_rate': 2.1792582417582418e-05, 'epoch': 11.28}
{'loss': 0.0353, 'grad_norm': 4.099066734313965, 'learning_rate': 2.1743524332810048e-05, 'epoch': 11.3}
{'loss': 0.0352, 'grad_norm': 3.0660693645477295, 'learning_rate': 2.169446624803768e-05, 'epoch': 11.32}
{'loss': 0.0344, 'grad_norm': 3.464362382888794, 'learning_rate': 2.1645408163265306e-05, 'epoch': 11.34}
{'loss': 0.0341, 'grad_norm': 2.402231454849243, 'learning_rate': 2.1596350078492936e-05, 'epoch': 11.36}
{'loss': 0.0343, 'grad_norm': 3.6043601036071777, 'learning_rate': 2.1547291993720566e-05, 'epoch': 11.38}
{'loss': 0.0343, 'grad_norm': 6.080737590789795, 'learning_rate': 2.1498233908948197e-05, 'epoch': 11.4}
{'loss': 0.0343, 'grad_norm': 4.731108665466309, 'learning_rate': 2.1449175824175824e-05, 'epoch': 11.42}
{'loss': 0.0346, 'grad_norm': 3.16945481300354, 'learning_rate': 2.1400117739403454e-05, 'epoch': 11.44}
{'loss': 0.035, 'grad_norm': 3.730475425720215, 'learning_rate': 2.1351059654631084e-05, 'epoch': 11.46}
{'loss': 0.0341, 'grad_norm': 5.5904011726379395, 'learning_rate': 2.1302001569858715e-05, 'epoch': 11.48}
{'loss': 0.0333, 'grad_norm': 3.245037317276001, 'learning_rate': 2.1252943485086342e-05, 'epoch': 11.5}
{'loss': 0.0339, 'grad_norm': 4.963076114654541, 'learning_rate': 2.1203885400313972e-05, 'epoch': 11.52}
{'loss': 0.034, 'grad_norm': 3.9530043601989746, 'learning_rate': 2.1154827315541603e-05, 'epoch': 11.54}
{'loss': 0.0341, 'grad_norm': 4.598968029022217, 'learning_rate': 2.1105769230769233e-05, 'epoch': 11.56}
{'loss': 0.0333, 'grad_norm': 3.240952491760254, 'learning_rate': 2.105671114599686e-05, 'epoch': 11.58}
{'loss': 0.0333, 'grad_norm': 3.8323590755462646, 'learning_rate': 2.100765306122449e-05, 'epoch': 11.6}
{'loss': 0.0338, 'grad_norm': 4.53223180770874, 'learning_rate': 2.095859497645212e-05, 'epoch': 11.62}
{'loss': 0.0332, 'grad_norm': 3.334996461868286, 'learning_rate': 2.0909536891679748e-05, 'epoch': 11.64}
{'loss': 0.0334, 'grad_norm': 3.8323161602020264, 'learning_rate': 2.0860478806907378e-05, 'epoch': 11.66}
{'loss': 0.0335, 'grad_norm': 4.755810260772705, 'learning_rate': 2.081142072213501e-05, 'epoch': 11.68}
{'loss': 0.033, 'grad_norm': 3.5881786346435547, 'learning_rate': 2.076236263736264e-05, 'epoch': 11.7}
{'loss': 0.0335, 'grad_norm': 6.248255729675293, 'learning_rate': 2.071330455259027e-05, 'epoch': 11.72}
{'loss': 0.0337, 'grad_norm': 4.44957971572876, 'learning_rate': 2.0664246467817896e-05, 'epoch': 11.73}
{'loss': 0.0329, 'grad_norm': 2.945387125015259, 'learning_rate': 2.0615188383045527e-05, 'epoch': 11.75}
{'loss': 0.0329, 'grad_norm': 3.9259791374206543, 'learning_rate': 2.0566130298273157e-05, 'epoch': 11.77}
{'loss': 0.033, 'grad_norm': 3.8808209896087646, 'learning_rate': 2.0517072213500784e-05, 'epoch': 11.79}
{'loss': 0.0333, 'grad_norm': 3.604569673538208, 'learning_rate': 2.0468014128728414e-05, 'epoch': 11.81}
{'loss': 0.0326, 'grad_norm': 2.5757944583892822, 'learning_rate': 2.0418956043956045e-05, 'epoch': 11.83}
{'loss': 0.0331, 'grad_norm': 3.548283576965332, 'learning_rate': 2.0369897959183675e-05, 'epoch': 11.85}
{'loss': 0.0324, 'grad_norm': 2.59116268157959, 'learning_rate': 2.0320839874411306e-05, 'epoch': 11.87}
{'loss': 0.0324, 'grad_norm': 4.143950462341309, 'learning_rate': 2.0271781789638933e-05, 'epoch': 11.89}
{'loss': 0.033, 'grad_norm': 2.839427947998047, 'learning_rate': 2.0222723704866563e-05, 'epoch': 11.91}
{'loss': 0.0323, 'grad_norm': 4.845905780792236, 'learning_rate': 2.0173665620094193e-05, 'epoch': 11.93}
{'loss': 0.0335, 'grad_norm': 3.37841534614563, 'learning_rate': 2.012460753532182e-05, 'epoch': 11.95}
{'loss': 0.0328, 'grad_norm': 5.081348896026611, 'learning_rate': 2.007554945054945e-05, 'epoch': 11.97}
{'loss': 0.0328, 'grad_norm': 4.389248371124268, 'learning_rate': 2.002649136577708e-05, 'epoch': 11.99}
{'eval_runtime': 31.313, 'eval_samples_per_second': 650.784, 'eval_steps_per_second': 20.343, 'epoch': 12.0}

Eval loss : 0.032409

{'loss': 0.0327, 'grad_norm': 3.6589105129241943, 'learning_rate': 1.9977433281004708e-05, 'epoch': 12.01}
{'loss': 0.0325, 'grad_norm': 6.1610260009765625, 'learning_rate': 1.9928375196232342e-05, 'epoch': 12.03}
{'loss': 0.0321, 'grad_norm': 3.0665159225463867, 'learning_rate': 1.987931711145997e-05, 'epoch': 12.05}
{'loss': 0.0318, 'grad_norm': 5.010735988616943, 'learning_rate': 1.98302590266876e-05, 'epoch': 12.07}
{'loss': 0.032, 'grad_norm': 3.615614175796509, 'learning_rate': 1.978120094191523e-05, 'epoch': 12.09}
{'loss': 0.0325, 'grad_norm': 2.881787061691284, 'learning_rate': 1.9732142857142857e-05, 'epoch': 12.11}
{'loss': 0.0315, 'grad_norm': 4.677924156188965, 'learning_rate': 1.9683084772370487e-05, 'epoch': 12.13}
{'loss': 0.0315, 'grad_norm': 2.345400333404541, 'learning_rate': 1.9634026687598117e-05, 'epoch': 12.15}
{'loss': 0.0322, 'grad_norm': 3.028920888900757, 'learning_rate': 1.9584968602825744e-05, 'epoch': 12.17}
{'loss': 0.0317, 'grad_norm': 3.8095645904541016, 'learning_rate': 1.9535910518053378e-05, 'epoch': 12.19}
{'loss': 0.0313, 'grad_norm': 4.462252140045166, 'learning_rate': 1.9486852433281005e-05, 'epoch': 12.21}
{'loss': 0.0328, 'grad_norm': 4.163515567779541, 'learning_rate': 1.9437794348508636e-05, 'epoch': 12.23}
{'loss': 0.032, 'grad_norm': 5.110787391662598, 'learning_rate': 1.9388736263736266e-05, 'epoch': 12.24}
{'loss': 0.0314, 'grad_norm': 6.100836753845215, 'learning_rate': 1.9339678178963893e-05, 'epoch': 12.26}
{'loss': 0.0317, 'grad_norm': 2.140856981277466, 'learning_rate': 1.9290620094191523e-05, 'epoch': 12.28}
{'loss': 0.0314, 'grad_norm': 4.401043891906738, 'learning_rate': 1.9241562009419154e-05, 'epoch': 12.3}
{'loss': 0.0316, 'grad_norm': 4.40446662902832, 'learning_rate': 1.919250392464678e-05, 'epoch': 12.32}
{'loss': 0.0312, 'grad_norm': 3.523240566253662, 'learning_rate': 1.9143445839874414e-05, 'epoch': 12.34}
{'loss': 0.0309, 'grad_norm': 4.994189739227295, 'learning_rate': 1.909438775510204e-05, 'epoch': 12.36}
{'loss': 0.0311, 'grad_norm': 3.8011133670806885, 'learning_rate': 1.9045329670329672e-05, 'epoch': 12.38}
{'loss': 0.0316, 'grad_norm': 4.190305709838867, 'learning_rate': 1.8996271585557302e-05, 'epoch': 12.4}
{'loss': 0.0309, 'grad_norm': 6.8701043128967285, 'learning_rate': 1.894721350078493e-05, 'epoch': 12.42}
{'loss': 0.0309, 'grad_norm': 5.523227214813232, 'learning_rate': 1.889815541601256e-05, 'epoch': 12.44}
{'loss': 0.0308, 'grad_norm': 4.782470703125, 'learning_rate': 1.884909733124019e-05, 'epoch': 12.46}
{'loss': 0.0302, 'grad_norm': 4.255210876464844, 'learning_rate': 1.8800039246467817e-05, 'epoch': 12.48}
{'loss': 0.0306, 'grad_norm': 4.154327869415283, 'learning_rate': 1.875098116169545e-05, 'epoch': 12.5}
{'loss': 0.0304, 'grad_norm': 5.296023845672607, 'learning_rate': 1.8701923076923078e-05, 'epoch': 12.52}
{'loss': 0.0308, 'grad_norm': 4.118207931518555, 'learning_rate': 1.8652864992150708e-05, 'epoch': 12.54}
{'loss': 0.0303, 'grad_norm': 4.748692035675049, 'learning_rate': 1.860380690737834e-05, 'epoch': 12.56}
{'loss': 0.0308, 'grad_norm': 2.954455852508545, 'learning_rate': 1.8554748822605966e-05, 'epoch': 12.58}
{'loss': 0.0297, 'grad_norm': 3.731792449951172, 'learning_rate': 1.8505690737833596e-05, 'epoch': 12.6}
{'loss': 0.0308, 'grad_norm': 4.3551764488220215, 'learning_rate': 1.8456632653061226e-05, 'epoch': 12.62}
{'loss': 0.0302, 'grad_norm': 3.290020704269409, 'learning_rate': 1.8407574568288853e-05, 'epoch': 12.64}
{'loss': 0.0306, 'grad_norm': 5.1494975090026855, 'learning_rate': 1.8358516483516484e-05, 'epoch': 12.66}
{'loss': 0.03, 'grad_norm': 3.5628294944763184, 'learning_rate': 1.8309458398744114e-05, 'epoch': 12.68}
{'loss': 0.0301, 'grad_norm': 2.0133886337280273, 'learning_rate': 1.8260400313971744e-05, 'epoch': 12.7}
{'loss': 0.0301, 'grad_norm': 2.967735767364502, 'learning_rate': 1.8211342229199375e-05, 'epoch': 12.72}
{'loss': 0.0295, 'grad_norm': 5.201699733734131, 'learning_rate': 1.8162284144427002e-05, 'epoch': 12.74}
{'loss': 0.0303, 'grad_norm': 3.906059980392456, 'learning_rate': 1.8113226059654632e-05, 'epoch': 12.76}
{'loss': 0.0301, 'grad_norm': 5.896301746368408, 'learning_rate': 1.8064167974882263e-05, 'epoch': 12.77}
{'loss': 0.0303, 'grad_norm': 2.3882176876068115, 'learning_rate': 1.801510989010989e-05, 'epoch': 12.79}
{'loss': 0.0296, 'grad_norm': 2.1329169273376465, 'learning_rate': 1.796605180533752e-05, 'epoch': 12.81}
{'loss': 0.03, 'grad_norm': 4.880812644958496, 'learning_rate': 1.791699372056515e-05, 'epoch': 12.83}
{'loss': 0.0295, 'grad_norm': 3.877397298812866, 'learning_rate': 1.786793563579278e-05, 'epoch': 12.85}
{'loss': 0.0298, 'grad_norm': 3.339609384536743, 'learning_rate': 1.781887755102041e-05, 'epoch': 12.87}
{'loss': 0.0297, 'grad_norm': 3.6764070987701416, 'learning_rate': 1.7769819466248038e-05, 'epoch': 12.89}
{'loss': 0.0297, 'grad_norm': 2.919114112854004, 'learning_rate': 1.772076138147567e-05, 'epoch': 12.91}
{'loss': 0.0289, 'grad_norm': 3.197455883026123, 'learning_rate': 1.76717032967033e-05, 'epoch': 12.93}
{'loss': 0.0292, 'grad_norm': 2.8009350299835205, 'learning_rate': 1.7622645211930926e-05, 'epoch': 12.95}
{'loss': 0.0294, 'grad_norm': 2.382124900817871, 'learning_rate': 1.7573587127158556e-05, 'epoch': 12.97}
{'loss': 0.0292, 'grad_norm': 3.5575621128082275, 'learning_rate': 1.7524529042386187e-05, 'epoch': 12.99}
{'eval_runtime': 31.3213, 'eval_samples_per_second': 650.611, 'eval_steps_per_second': 20.338, 'epoch': 13.0}

Eval loss : 0.029331

{'loss': 0.0294, 'grad_norm': 2.6715431213378906, 'learning_rate': 1.7475470957613817e-05, 'epoch': 13.01}
{'loss': 0.0294, 'grad_norm': 3.356121301651001, 'learning_rate': 1.7426412872841444e-05, 'epoch': 13.03}
{'loss': 0.0288, 'grad_norm': 4.257425308227539, 'learning_rate': 1.7377354788069074e-05, 'epoch': 13.05}
{'loss': 0.0293, 'grad_norm': 3.403071165084839, 'learning_rate': 1.7328296703296705e-05, 'epoch': 13.07}
{'loss': 0.0292, 'grad_norm': 5.316064834594727, 'learning_rate': 1.7279238618524335e-05, 'epoch': 13.09}
{'loss': 0.0293, 'grad_norm': 3.3995771408081055, 'learning_rate': 1.7230180533751962e-05, 'epoch': 13.11}
{'loss': 0.0288, 'grad_norm': 4.540291786193848, 'learning_rate': 1.7181122448979593e-05, 'epoch': 13.13}
{'loss': 0.0289, 'grad_norm': 4.175225257873535, 'learning_rate': 1.7132064364207223e-05, 'epoch': 13.15}
{'loss': 0.0285, 'grad_norm': 3.98750901222229, 'learning_rate': 1.7083006279434853e-05, 'epoch': 13.17}
{'loss': 0.0288, 'grad_norm': 3.349982976913452, 'learning_rate': 1.703394819466248e-05, 'epoch': 13.19}
{'loss': 0.0289, 'grad_norm': 2.2548067569732666, 'learning_rate': 1.698489010989011e-05, 'epoch': 13.21}
{'loss': 0.0286, 'grad_norm': 5.1228132247924805, 'learning_rate': 1.693583202511774e-05, 'epoch': 13.23}
{'loss': 0.0292, 'grad_norm': 2.622819185256958, 'learning_rate': 1.6886773940345368e-05, 'epoch': 13.25}
{'loss': 0.0285, 'grad_norm': 4.377431392669678, 'learning_rate': 1.6837715855573e-05, 'epoch': 13.27}
{'loss': 0.0281, 'grad_norm': 2.6818161010742188, 'learning_rate': 1.678865777080063e-05, 'epoch': 13.28}
{'loss': 0.0287, 'grad_norm': 2.7685680389404297, 'learning_rate': 1.673959968602826e-05, 'epoch': 13.3}
{'loss': 0.0281, 'grad_norm': 3.642615795135498, 'learning_rate': 1.6690541601255886e-05, 'epoch': 13.32}
{'loss': 0.0281, 'grad_norm': 2.480344533920288, 'learning_rate': 1.6641483516483517e-05, 'epoch': 13.34}
{'loss': 0.0282, 'grad_norm': 2.502650737762451, 'learning_rate': 1.6592425431711147e-05, 'epoch': 13.36}
{'loss': 0.028, 'grad_norm': 2.6478395462036133, 'learning_rate': 1.6543367346938777e-05, 'epoch': 13.38}
{'loss': 0.0281, 'grad_norm': 2.3118889331817627, 'learning_rate': 1.6494309262166404e-05, 'epoch': 13.4}
{'loss': 0.0284, 'grad_norm': 5.833459377288818, 'learning_rate': 1.6445251177394035e-05, 'epoch': 13.42}
{'loss': 0.028, 'grad_norm': 3.206228017807007, 'learning_rate': 1.6396193092621665e-05, 'epoch': 13.44}
{'loss': 0.0285, 'grad_norm': 3.0299646854400635, 'learning_rate': 1.6347135007849292e-05, 'epoch': 13.46}
{'loss': 0.0278, 'grad_norm': 2.0327301025390625, 'learning_rate': 1.6298076923076923e-05, 'epoch': 13.48}
{'loss': 0.0284, 'grad_norm': 2.6255078315734863, 'learning_rate': 1.6249018838304553e-05, 'epoch': 13.5}
{'loss': 0.0277, 'grad_norm': 3.596454381942749, 'learning_rate': 1.6199960753532183e-05, 'epoch': 13.52}
{'loss': 0.0279, 'grad_norm': 3.244281053543091, 'learning_rate': 1.6150902668759814e-05, 'epoch': 13.54}
{'loss': 0.028, 'grad_norm': 3.874479293823242, 'learning_rate': 1.610184458398744e-05, 'epoch': 13.56}
{'loss': 0.027, 'grad_norm': 2.8718016147613525, 'learning_rate': 1.605278649921507e-05, 'epoch': 13.58}
{'loss': 0.0275, 'grad_norm': 2.6779370307922363, 'learning_rate': 1.60037284144427e-05, 'epoch': 13.6}
{'loss': 0.0273, 'grad_norm': 2.7375943660736084, 'learning_rate': 1.595467032967033e-05, 'epoch': 13.62}
{'loss': 0.0278, 'grad_norm': 2.428154945373535, 'learning_rate': 1.590561224489796e-05, 'epoch': 13.64}
{'loss': 0.0273, 'grad_norm': 3.2892520427703857, 'learning_rate': 1.585655416012559e-05, 'epoch': 13.66}
{'loss': 0.0274, 'grad_norm': 5.258309841156006, 'learning_rate': 1.580749607535322e-05, 'epoch': 13.68}
{'loss': 0.0278, 'grad_norm': 3.739602565765381, 'learning_rate': 1.575843799058085e-05, 'epoch': 13.7}
{'loss': 0.0273, 'grad_norm': 2.8893966674804688, 'learning_rate': 1.5709379905808477e-05, 'epoch': 13.72}
{'loss': 0.0274, 'grad_norm': 3.288489580154419, 'learning_rate': 1.5660321821036107e-05, 'epoch': 13.74}
{'loss': 0.0269, 'grad_norm': 3.780752420425415, 'learning_rate': 1.5611263736263738e-05, 'epoch': 13.76}
{'loss': 0.0275, 'grad_norm': 1.8866099119186401, 'learning_rate': 1.5562205651491365e-05, 'epoch': 13.78}
{'loss': 0.0272, 'grad_norm': 2.0397729873657227, 'learning_rate': 1.5513147566718995e-05, 'epoch': 13.8}
{'loss': 0.0271, 'grad_norm': 3.640054225921631, 'learning_rate': 1.5464089481946626e-05, 'epoch': 13.81}
{'loss': 0.0273, 'grad_norm': 3.702275276184082, 'learning_rate': 1.5415031397174253e-05, 'epoch': 13.83}
{'loss': 0.0269, 'grad_norm': 3.946333646774292, 'learning_rate': 1.5365973312401886e-05, 'epoch': 13.85}
{'loss': 0.0268, 'grad_norm': 2.9159371852874756, 'learning_rate': 1.5316915227629513e-05, 'epoch': 13.87}
{'loss': 0.0268, 'grad_norm': 2.636106252670288, 'learning_rate': 1.5267857142857144e-05, 'epoch': 13.89}
{'loss': 0.0266, 'grad_norm': 4.274141311645508, 'learning_rate': 1.5218799058084774e-05, 'epoch': 13.91}
{'loss': 0.0264, 'grad_norm': 3.750654935836792, 'learning_rate': 1.5169740973312401e-05, 'epoch': 13.93}
{'loss': 0.0268, 'grad_norm': 4.9142303466796875, 'learning_rate': 1.5120682888540033e-05, 'epoch': 13.95}
{'loss': 0.0271, 'grad_norm': 2.052485942840576, 'learning_rate': 1.5071624803767662e-05, 'epoch': 13.97}
{'loss': 0.0265, 'grad_norm': 2.8402493000030518, 'learning_rate': 1.502256671899529e-05, 'epoch': 13.99}
{'eval_runtime': 31.314, 'eval_samples_per_second': 650.763, 'eval_steps_per_second': 20.342, 'epoch': 14.0}

Eval loss : 0.026308

{'loss': 0.0262, 'grad_norm': 2.950921058654785, 'learning_rate': 1.4973508634222921e-05, 'epoch': 14.01}
{'loss': 0.0265, 'grad_norm': 3.7231342792510986, 'learning_rate': 1.492445054945055e-05, 'epoch': 14.03}
{'loss': 0.0269, 'grad_norm': 3.626025676727295, 'learning_rate': 1.4875392464678178e-05, 'epoch': 14.05}
{'loss': 0.026, 'grad_norm': 2.512200355529785, 'learning_rate': 1.482633437990581e-05, 'epoch': 14.07}
{'loss': 0.0258, 'grad_norm': 2.276258707046509, 'learning_rate': 1.4777276295133437e-05, 'epoch': 14.09}
{'loss': 0.0264, 'grad_norm': 3.759704351425171, 'learning_rate': 1.472821821036107e-05, 'epoch': 14.11}
{'loss': 0.0267, 'grad_norm': 3.7359015941619873, 'learning_rate': 1.4679160125588698e-05, 'epoch': 14.13}
{'loss': 0.0268, 'grad_norm': 3.842130184173584, 'learning_rate': 1.4630102040816327e-05, 'epoch': 14.15}
{'loss': 0.0262, 'grad_norm': 3.5465335845947266, 'learning_rate': 1.4581043956043957e-05, 'epoch': 14.17}
{'loss': 0.026, 'grad_norm': 3.879450559616089, 'learning_rate': 1.4531985871271586e-05, 'epoch': 14.19}
{'loss': 0.026, 'grad_norm': 3.1247951984405518, 'learning_rate': 1.4482927786499215e-05, 'epoch': 14.21}
{'loss': 0.0259, 'grad_norm': 2.4180490970611572, 'learning_rate': 1.4433869701726847e-05, 'epoch': 14.23}
{'loss': 0.0263, 'grad_norm': 3.6241610050201416, 'learning_rate': 1.4384811616954474e-05, 'epoch': 14.25}
{'loss': 0.0258, 'grad_norm': 5.753262996673584, 'learning_rate': 1.4335753532182102e-05, 'epoch': 14.27}
{'loss': 0.0257, 'grad_norm': 3.6001625061035156, 'learning_rate': 1.4286695447409734e-05, 'epoch': 14.29}
{'loss': 0.0262, 'grad_norm': 4.270419120788574, 'learning_rate': 1.4237637362637363e-05, 'epoch': 14.31}
{'loss': 0.0259, 'grad_norm': 2.131922960281372, 'learning_rate': 1.4188579277864994e-05, 'epoch': 14.32}
{'loss': 0.0257, 'grad_norm': 3.3677892684936523, 'learning_rate': 1.4139521193092622e-05, 'epoch': 14.34}
{'loss': 0.026, 'grad_norm': 3.912565231323242, 'learning_rate': 1.4090463108320251e-05, 'epoch': 14.36}
